Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_depletion Replicate 1	Raw Counts TopA_depletion Replicate 2	Raw Counts TopA_depletion Replicate 3	Raw Counts TopA_depletion Replicate 4	Normalized Counts TopA_depletion Replicate 1	Normalized Counts TopA_depletion Replicate 2	Normalized Counts TopA_depletion Replicate 3	Normalized Counts TopA_depletion Replicate 4	RPKM TopA_depletion	Expression TopA_depletion	pValue wildtype vs TopA_depletion	qValue wildtype vs TopA_depletion	

8183056	8182973	8181660	8181660	-	-	SCO7369	transmembrane transport protein	5	8	18	9	11600	13257	38664	19359	6	15	90	81	40	52	83065	66888	60133	67606	28	52	1,78E-15	2,76E-14	

	8183344	8184384		+	-	SCO7370	NAD-dependent dehydratase	0	0	2	0	1067	0	4427	1507	0	1	9	4	0	3	8276	3626	973	4212	2	4	0,018301029	1	

8185071	8185071	8184508	8184508	-	-	SCO7371	hypothetical protein	37	40	12	17	72973	65022	27146	34859	35	88	32	27	15	17	29373	22779	23770	22381	23	43	1,53E-07	1,29E-06	

	8185685	8185152		-	-	SCO7372	hypothetical protein	2	3	0	2	4737	5397	1812	4726	3	7	6	2	2	5	5932	2231	4032	7663	4	9	0,976039791	1	

	8186332	8185841		-	-	SCO7373	hypothetical protein	1	1	0	0	3290	3201	1158	1237	1	4	1	0	0	1	1345	480	0	1511	0	1	3,26E-04	1	

	8188821	8186329		-	-	SCO7374	nitrate reductase NarB (fragment)	16	9	4	12	32705	15871	8477	25025	3	8	14	13	4	8	12954	10816	6330	10710	2	4	7,84E-06	1	

	8188898	8189692		+	-	SCO7375	acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	8190453	8189725		-	-	SCO7376	hypothetical protein	6	5	2	5	12202	8261	5665	10456	4	12	10	3	5	2	9269	3183	8421	3081	4	8	0,012791613	1	

	8190707	8190450		-	-	SCO7377	hypothetical protein	2	1	0	0	4057	1769	752	1832	3	8	3	3	1	1	3660	2574	1769	1306	5	9	0,804845501	1	

	8191414	8190704		-	-	SCO7378	hypothetical protein	1	7	3	7	2126	12267	8339	15033	5	13	6	1	4	3	6300	1577	6117	4798	3	6	2,82E-04	1	

	8191562	8191873		+	-	SCO7379	hypothetical protein	0	1	0	1	0	3056	1178	3256	2	6	0	0	0	1	0	223	0	1423	0	1	2,45E-09	1	

	8193224	8191911		-	-	SCO7380	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1171	1776	996	0	0	1	1	

	8193260	8193673		+	-	SCO7381	hypothetical protein	4	6	5	2	8659	9886	11141	4446	8	20	2	5	3	1	2615	4574	5315	1640	4	8	1,47E-05	9,60E-05	

	8194350	8194036		-	-	SCO7382	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	754	492	2126	0	1	2	1	1	

8194767	8194767	8195147	8195158	+	-	SCO7383	hypothetical protein	4	3	0	3	8999	6443	1039	6074	5	14	17	13	11	13	15793	10733	17138	16967	20	39	1,08E-04	6,08E-04	

	8195889	8197229		+	-	SCO7384	transmembrane transport protein	0	0	1	0	0	0	2713	0	0	0	17	7	1	1	16452	6569	2784	2460	3	5	8,64E-37	1	

8197343	8197385	8197828	8197836	+	-	SCO7385	hypothetical protein	30	30	31	30	59042	49103	66841	60870	51	132	47	48	30	25	43100	39941	46238	32675	48	91	0,009442756	0,035206934	

	8199240	8198068		-	-	SCO7386	serine protease	0	0	0	0	0	498	59	0	0	0	1	0	0	0	1589	674	0	0	0	0	1,04E-05	1	

	8199503	8200009		+	-	SCO7387	hypothetical protein	1	0	2	3	2669	1142	5813	6121	2	7	2	5	0	0	2620	4793	1351	568	2	4	0,019989862	1	

	8200002	8201621		+	-	SCO7388	dehydrogenase	6	5	0	2	13076	8173	1772	5256	1	4	0	0	0	2	658	716	0	3034	0	0	4,74E-29	1	

	8201665	8202543		+	-	SCO7389	short chain dehydrogenase	1	0	0	0	3582	0	0	0	0	1	0	0	0	1	0	0	0	1710	0	0	0,008405671	1	

	8204060	8204551		+	-	SCO7392	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	8205306	8204557	8204557	-	-	SCO7393	lipoprotein	5	7	6	12	11183	12010	13944	26234	8	21	12	18	15	12	11192	15059	22803	15918	11	21	0,569297481	1	

	8205523	8206461		+	-	SCO7394	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1411	322	1775	0	0	1	1	

	8207990	8206425		-	-	SCO7395	membrane transport protein	0	1	1	0	1368	2188	3288	0	0	1	4	2	3	3	4467	2458	5260	4962	1	2	0,013740237	1	

	8209387	8208050		-	-	SCO7396	hypothetical protein	2	2	0	0	4038	3941	0	0	0	1	3	1	0	0	3403	1266	1021	0	0	1	0,131352751	1	

	8210141	8209545	8209545	-	-	SCO7397	hypothetical protein	8	15	4	3	15988	24382	8903	6586	9	23	19	17	16	8	17999	14202	24278	10856	14	28	0,864779955	1	

8212285	8212285	8210201	8210200	-	-	SCO7398	iron-hydroxamate transporter permease subunit	370	443	91	208	722026	720625	194235	421406	98	246	319	195	220	191	293198	160977	331451	245699	63	123	9,54E-08	8,27E-07	

	8213276	8212293	8212286	-	-	SCO7399	binding-protein-dependent transport lipoprotein	554	752	87	353	1081254	1222266	184460	713638	328	813	233	279	272	237	213669	229828	409443	304827	149	294	1,86E-17	3,34E-16	

8214151	8214151	8213273		-	-	SCO7400	ABC transporter ATP-binding protein	217	256	75	155	424182	417134	160394	314317	149	374	258	146	144	138	237258	120742	216898	177970	111	214	6,26E-06	4,35E-05	

	8214824	8214255		-	-	SCO7401	hypothetical protein	1	1	0	3	3271	1986	0	7154	2	5	4	6	3	0	3947	5215	5706	0	3	6	0,979542839	1	

8216437	8216082	8214910	8214910	-	-	SCO7402	lyase	20	28	19	12	40928	46038	40447	24299	12	32	47	57	43	35	43601	47152	64673	44932	22	42	0,226609179	0,526563513	

	8216238	8216423		+	-	SCO7403	hypothetical protein	0	2	0	0	0	4078	1842	279	3	8	2	0	0	0	2415	451	740	1165	3	6	0,211624673	1	

8217281	8217248	8216457	8216445	-	-	SCO7404	hypothetical protein	372	417	210	294	725968	678135	446637	595534	305	772	319	609	354	427	292639	502260	531760	548119	310	591	0,009551845	0,035505965	

	8218007	8217360		-	-	SCO7405	acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	736	0	0	0	0	1	1	

	8220176	8218101		-	-	SCO7406	hypothetical protein	0	2	0	2	0	3821	0	5014	0	1	1	3	0	1	1799	2624	1453	2027	0	0	0,386314107	1	

	8222349	8220304		-	-	SCO7407	beta-galactosidase	2	1	4	0	4591	2807	9814	1646	0	2	3	6	4	2	3374	5625	6138	3626	1	2	0,551264651	1	

	8223731	8222376		-	-	SCO7408	solute-binding lipoprotein	0	1	0	0	0	2646	475	1441	0	0	1	4	1	1	1007	3870	2105	1628	0	1	0,229693169	1	

	8224777	8223827		-	-	SCO7409	binding-protein dependent transport protein	0	1	1	0	1359	1866	2426	1944	0	1	0	0	2	0	0	0	4005	1236	0	1	0,113027446	1	

	8225711	8224785		-	-	SCO7410	binding-protein dependent transport protein	0	0	0	0	0	0	1743	0	0	0	0	0	0	0	0	604	0	0	0	0	0,004687793	1	

	8225904	8226962		+	-	SCO7411	LacI family transcriptional regulator	4	2	0	0	8338	3298	2040	0	1	3	18	12	10	7	16533	10286	15403	9596	6	12	5,99E-08	1	

	8227072	8228874		+	-	SCO7412	thiamine pyrophosphate protein	36	52	35	23	71653	85053	74418	47036	15	38	22	29	13	9	20438	24041	19834	11940	5	10	3,05E-31	9,07E-30	

	8228871	8229902		+	-	SCO7413	short chain dehydrogenase	9	7	4	3	18066	11688	9923	7470	4	11	6	6	1	1	5565	5517	1865	2437	2	3	1,29E-09	1	

	8230712	8229906		-	-	SCO7414	hypothetical protein	2	0	0	0	4368	1037	1970	93	0	2	0	1	1	0	520	1233	2681	0	0	1	0,0419273	1	

	8230865	8232022		+	-	SCO7415	racemase	2	3	2	4	4057	4979	4555	8503	1	4	10	8	1	0	9655	6734	1611	1013	2	4	0,270644161	1	

8232518	8232456	8232052	8232052	-	-	SCO7416	hypothetical protein	10	7	2	9	19949	12460	4446	20039	13	35	4	6	5	9	4080	5497	8703	12309	9	18	1,62E-04	8,82E-04	

	8233778	8232555	8232519	-	-	SCO7417	cytochrome P450-family protein	30	38	17	31	59499	63132	36535	62963	17	45	41	55	53	43	38241	46026	80124	55419	22	44	0,597495884	1	

	8235016	8233775		-	-	SCO7418	cytochrome P450-family protein	17	23	18	19	33579	38468	38437	39492	11	30	41	36	22	18	38236	30246	33646	23916	13	25	0,118318161	0,30719697	

8235564	8235564	8235013		-	-	SCO7419	ATP/GTP binding protein	9	7	7	4	17804	12863	16113	8940	9	25	26	18	10	8	24471	14997	16226	11161	16	30	0,883329893	1	

	8235982	8235635	8235565	-	-	SCO7420	hypothetical protein	6	4	7	5	12823	7368	15786	11182	13	33	10	15	8	9	9784	13030	12159	12819	18	34	0,464910501	0,932913152	

	8236386	8235979		-	-	SCO7421	hypothetical protein	14	17	8	9	27764	28380	17896	19080	22	57	27	23	17	22	25134	19728	26630	29095	32	61	0,811949009	1	

8238087	8238014	8236383		-	-	SCO7422	sensor histidine-kinase	22	24	14	21	44015	40431	30543	42757	9	24	64	55	50	44	59209	46034	76592	56485	18	36	0,048789497	0,145350629	

	8238862	8238152		-	-	SCO7423	hypothetical protein	9	2	5	5	18784	4545	11340	10205	6	15	10	15	8	7	9822	12790	12447	9819	8	15	0,428674477	1	

	8238961	8239428		+	-	SCO7424	MarR family transcriptional regulator	2	2	1	0	4009	4432	2515	0	2	5	7	13	4	5	6877	10981	6405	7575	9	17	7,42E-04	1	

	8239425	8241158		+	-	SCO7425	multidrug-efflux transporter	1	7	2	2	3650	12919	4446	4726	1	3	10	9	6	4	9345	8229	9587	5191	2	4	0,889136085	1	

8241784	8241685	8241248	8241248	-	-	SCO7426	hypothetical protein	5	12	3	4	11202	19523	7348	8800	10	26	22	43	33	26	20777	35897	50661	33759	41	80	1,71E-08	1,58E-07	

8241835	8241835	8242281	8242281	+	-	SCO7427	hypothetical protein	522	699	220	238	1019172	1136738	467604	482426	696	1737	557	911	464	568	511235	751018	698230	728913	799	1504	0,135162722	0,343342399	

8242282	8242355	8243551	8243551	+	-	SCO7428	flavohemoprotein	566	799	64	109	1105145	1298535	136694	220299	235	576	124	468	291	303	113741	385669	438385	389178	143	277	6,17E-09	6,00E-08	

	8243950	8243600		-	-	SCO7429	hypothetical protein	1	1	1	2	2009	2059	4139	5042	3	9	5	6	4	4	4983	5596	7489	6380	9	17	0,163531744	1	

8244095	8244126	8244812	8244812	+	-	SCO7430	hypothetical protein	29	34	25	15	58042	55707	53986	31147	28	72	101	107	46	46	93002	88881	69281	59948	61	113	0,026738425	0,086450878	

8245092	8245092	8244832		-	-	SCO7431	hypothetical protein	5	4	2	8	11513	7939	4763	16215	15	38	6	7	2	4	5675	6312	4464	5624	11	21	8,28E-04	0,00391439	

	8245909	8245226		-	-	SCO7432	extracellular small neutral protease	0	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	8246125	8247111		+	-	SCO7433	small neutral protease regulatory protein	5	2	3	1	10125	4368	8398	3451	2	6	7	4	4	1	6782	3468	7057	2273	2	4	0,086901078	1	

	8247219	8247980		+	-	SCO7434	lipoprotein	0	1	0	0	0	2091	0	0	0	0	5	5	2	4	4668	4160	4478	5911	3	6	6,85E-25	1	

	8249322	8248054		-	-	SCO7435	transmembrane transport protein	1	3	0	0	3242	6129	0	0	0	1	3	5	3	2	2964	4789	4581	2566	1	2	0,388471327	1	

	8250867	8249413		-	-	SCO7436	aldehyde dehydrogenase	0	4	1	3	1689	7875	3644	7665	1	3	9	13	6	5	9073	10841	10040	7370	3	6	0,1127901	1	

	8252494	8250914		-	-	SCO7437	benzoylformate decarboxylase	1	0	1	0	3388	0	2337	0	0	0	5	6	4	5	5336	5435	6042	7552	2	3	2,88E-07	1	

8252589	8252589	8253524		+	-	SCO7438	LysR family transcriptional regulator	5	3	1	7	11241	6282	3664	14801	3	9	14	23	17	7	13417	19177	25834	9028	9	18	0,039442097	1	

8253535	8253535	8254275	8254379	+	-	SCO7439	hypothetical protein	18	24	13	25	35239	40149	29058	51325	20	52	75	64	42	44	69457	53141	63603	56919	43	82	0,030693319	0,097472336	

8255261	8255261	8254317	8254255	-	-	SCO7440	hydrolase	10	12	4	7	21201	20296	9933	15759	7	17	12	18	13	19	11765	15158	20787	25234	9	19	0,770815033	1	

8255339	8255348	8255941	8256018	+	-	SCO7441	transcriptional regulator	14	25	15	20	29201	41895	32247	41622	24	61	25	26	17	12	23139	21951	26753	16065	19	36	2,57E-04	0,001360947	

8256100	8256100	8256564	8256564	+	-	SCO7442	hypothetical protein	34	24	18	26	67449	40085	39883	52897	41	107	15	68	17	27	14094	56544	25773	34819	39	70	0,001872268	0,008209618	

8256565	8256653	8258293	8258293	+	-	SCO7443	phosphoglucomutase	187	197	79	116	365314	321542	168901	234617	65	166	97	194	78	130	89518	160452	118530	167008	43	81	9,57E-09	9,09E-08	

	8259604	8258333		-	-	SCO7444	cytochrome P450 (fragment)	2	4	2	2	5319	7046	4664	4586	1	4	5	4	5	8	5240	3696	7688	11249	2	5	0,802569169	1	

	8259792	8260529		+	-	SCO7445	hypothetical protein	0	0	0	0	0	723	1436	0	0	0	13	12	2	3	12400	9930	3902	4716	5	10	1,07E-69	1	

8260630	8260631	8261071	8261076	+	-	SCO7446	regulator	33	16	18	17	65207	27117	39467	35082	36	94	34	49	15	25	31492	40913	23983	32932	40	73	0,043577026	0,131823994	

8262071	8262071	8261520		-	-	SCO7447	acetyltranferase	0	0	0	0	0	981	1881	0	0	1	25	19	9	3	22929	16429	14093	4804	14	26	2,04E-178	2,01E-176	

	8262207	8264150		+	-	SCO7448	hypothetical protein	1	1	0	1	2922	2365	0	2725	0	1	1	0	0	1	1493	641	877	2243	0	0	0,079222857	1	

	8264413	8265090		+	-	SCO7449	hypothetical protein	1	0	0	0	3077	1335	0	0	0	1	1	3	1	0	1460	2744	2873	0	1	2	0,488623929	1	

	8265291	8265896		+	-	SCO7450	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	0	0	1	1	

	8266048	8267244		+	-	SCO7451	hypothetical protein	1	0	0	1	3514	0	0	2623	0	1	6	1	0	0	5842	1564	0	521	0	1	0,875506313	1	

8268311	8268311	8267283	8267283	-	-	SCO7452	O-methyltransferase	17	18	9	7	34200	30375	19094	14913	9	23	16	37	18	22	15397	30913	28345	28597	13	25	0,688405427	1	

8269446	8269446	8268376	8268365	-	-	SCO7453	hypothetical protein	33	44	14	21	66226	72689	29791	44097	19	49	34	58	37	47	31315	48530	56299	60692	23	45	0,421933169	0,865690468	

	8269590	8270384		+	-	SCO7454	hypothetical protein	1	6	6	0	3727	9765	13984	1488	3	9	3	12	3	3	3255	10671	5081	3948	4	7	0,118283422	1	

8270459	8270459	8270995	8270995	+	-	SCO7455	isochorismatase	12	17	10	12	24463	27801	22788	26021	18	47	42	35	15	18	38633	29182	22632	23277	28	52	0,995105567	1	

	8271528	8271037		-	-	SCO7456	hypothetical protein	0	0	3	0	0	1126	8041	1441	2	5	5	3	6	3	4777	2611	10266	4886	5	11	0,05864781	1	

	8271969	8271571		-	-	SCO7457	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	4,58E-50	1	

8272128	8272128	8272493	8272606	+	-	SCO7458	hypothetical protein	4	2	2	4	8892	4231	5665	9591	7	19	15	21	19	26	14333	17861	29730	34415	33	65	3,26E-09	3,26E-08	

	8273529	8272690		-	-	SCO7459	ABC transporter ATP-binding protein	4	3	1	7	8076	5574	3496	14726	3	9	9	9	0	7	8352	8071	1412	10141	4	8	0,206692298	1	

8273736	8273736	8274806	8274806	+	-	SCO7460	lipoprotein	9	8	2	2	18959	13241	5595	5433	3	10	6	21	15	20	6309	17563	22858	26634	8	17	0,103303532	1	

	8275533	8274847		-	-	SCO7461	hydrolase	3	4	3	3	6290	7770	7645	6930	4	10	7	10	6	7	6930	8245	9238	9503	6	12	0,937839215	1	

8276538	8276512	8275745	8275694	-	-	SCO7462	hypothetical protein	21	25	17	24	41529	42217	37179	48646	21	55	52	53	23	36	47739	44122	35841	47041	30	56	0,92491048	1	

8276704	8276830	8278032		+	-	SCO7463	sensor histidine kinase	156	182	92	113	305679	295929	195285	228644	84	213	148	254	122	135	136408	209230	183643	173371	78	146	0,001319514	0,005991307	

	8278029	8278430		+	-	SCO7464	hypothetical protein	74	88	48	50	145568	143753	102802	102130	121	307	69	106	42	49	63977	87842	64344	64002	94	174	6,65E-06	4,61E-05	

	8278427	8278804	8278841	+	-	SCO7465	hypothetical protein	67	76	27	49	131249	123529	59304	99348	108	273	51	77	41	54	46804	63958	62938	70506	85	161	5,45E-05	3,21E-04	

8278842	8278842	8279372	8279446	+	-	SCO7466	ATP/GTP-binding protein	87	134	42	76	171614	218582	90640	153828	119	298	66	139	71	82	61238	115084	107358	105290	97	183	5,78E-05	3,40E-04	

8279579	8279637	8280764	8280777	+	-	SCO7467	hypothetical protein	61	91	41	60	120308	148451	87560	122160	42	106	82	131	83	96	75156	108274	125402	123804	50	95	0,158218777	0,390443111	

8282181	8282165	8280867	8280830	-	-	SCO7468	flavin-binding monooxygenase	94	100	41	62	184739	164089	87382	126486	42	108	82	123	87	103	75285	101937	131973	133407	44	85	0,024107995	0,079231799	

	8283623	8282277	8282277	-	-	SCO7469	phenylacetate-CoA ligase	274	263	28	56	536015	428798	60176	113303	84	211	15	155	84	118	13751	128479	127172	151945	40	78	4,04E-18	7,46E-17	

8284149	8284132	8283620		-	-	SCO7470	phenylacetic acid degradation protein PaaI	157	193	49	78	306678	314705	104664	158331	172	430	41	189	122	149	37673	155770	184383	191410	142	277	2,88E-04	0,001509887	

8284287	8284297	8285283		+	paaA	SCO7471	phenylacetate-CoA oxygenase subunit PaaA	767	679	130	188	1497912	1104223	276696	381272	329	825	40	368	245	339	37544	303742	368390	436184	147	290	1,53E-18	2,91E-17	

	8285280	8285591	8285600	+	paaB	SCO7472	phenylacetate-CoA oxygenase subunit PaaB	139	113	14	19	272264	183742	31375	38375	168	421	9	54	32	48	9121	44515	48137	61905	67	131	3,94E-22	8,67E-21	

8285601	8285601	8286428		+	-	SCO7473	phenylacetic acid degradation protein PaaC	209	214	26	35	409300	349255	55244	72518	107	267	23	109	61	91	21626	90595	92503	117072	50	97	6,68E-19	1,28E-17	

	8286425	8286937		+	-	SCO7474	phenylacetic acid degradation protein PaaD	62	45	3	8	121512	74177	7616	17694	42	107	2	18	13	23	2128	14852	20128	30360	16	32	7,30E-23	1,65E-21	

	8286937	8288043	8288242	+	-	SCO7475	phenylacetic acid degradation NADH oxidoreductase PaaE	155	155	12	34	303902	252690	26809	70220	59	147	11	76	56	70	10729	62774	84712	91076	28	56	1,59E-15	2,50E-14	

	8289468	8288251		-	-	SCO7476	hypothetical protein	0	0	0	0	0	0	1059	0	0	0	5	0	0	0	4916	0	953	93	0	1	5,66E-08	1	

	8289725	8291218		+	-	SCO7477	hypothetical protein	0	2	1	0	951	4175	2614	855	0	1	4	10	2	4	4200	8307	3381	5958	2	3	0,00880235	1	

8292117	8292117	8291215	8291215	-	-	SCO7478	phosphotransferase	5	4	2	7	10377	7545	4625	15647	4	10	91	81	21	28	83886	67447	32377	36770	34	61	9,53E-38	3,39E-36	

8293964	8293314	8292151	8292151	-	-	SCO7479	hypothetical protein	6	10	7	7	12620	16965	16658	15759	5	13	53	35	15	24	49219	29571	22817	31233	15	28	3,91E-04	0,001983729	

8293353	8293353	8293976	8293976	+	-	SCO7480	hypothetical protein	8	4	7	5	16998	6700	16163	11582	7	20	33	24	10	21	30342	19980	15952	28204	20	37	0,022746269	0,07545104	

8294604	8294552	8293977	8293971	-	-	SCO7481	hypothetical protein	162	182	89	113	317308	296669	190185	229816	177	448	257	249	99	134	235726	205534	148864	172164	180	330	0,008295011	0,031336709	

	8294744	8295145		+	-	SCO7482	hypothetical protein	0	0	0	0	0	0	0	1516	0	0	1	5	3	0	1145	4404	4567	0	3	6	5,46E-11	1	

8295302	8295316	8295723	8295845	+	-	SCO7483	hypothetical protein	2	0	0	0	4310	1222	0	0	1	3	5	7	6	7	4973	6527	9039	9491	9	18	3,31E-12	1	

	8295966	8295730	8295697	-	-	SCO7484	hypothetical protein	1	0	0	0	2776	587	0	0	1	3	8	13	2	4	7417	11126	3298	5624	16	28	2,65E-23	6,08E-22	

	8296649	8295963		-	-	SCO7485	oxidoreductase	3	3	0	0	6067	4890	0	1544	1	4	8	15	6	5	7412	12583	10074	6837	7	13	3,35E-04	1	

	8297863	8296646		-	-	SCO7486	transcriptional regulator	8	10	4	7	16775	17810	9428	15880	4	12	25	43	23	16	23044	35938	35601	21092	12	23	0,004887104	1	

	8298751	8297867		-	-	SCO7487	integral membrane binding protein dependent transport protein	0	0	0	3	1232	715	0	7982	1	2	5	3	3	3	4954	3270	5102	4927	2	5	0,178903127	1	

	8299779	8298748		-	-	SCO7488	integral membrane binding protein dependent transport protein	1	0	0	0	3805	32	455	0	0	1	0	3	1	1	0	2723	2921	2290	0	1	0,266625524	1	

	8301216	8299813		-	-	SCO7489	binding protein dependent transport lipoprotein	0	3	3	4	1727	4923	7546	9600	1	4	9	31	12	7	8319	26148	18373	9825	6	11	1,60E-04	1	

8301333	8301342	8302487	8302513	+	-	SCO7490	oxidoreductase	5	7	8	10	10960	12589	18223	20680	5	13	21	83	32	45	19411	68387	48967	58858	22	42	1,15E-11	1,36E-10	

8302514	8302514	8303314		+	-	SCO7491	hypothetical protein	7	5	7	0	14610	8229	16410	1702	4	12	3	22	12	18	3183	18859	18496	23705	10	20	0,227790683	1	

	8303311	8304675		+	-	SCO7492	hypothetical protein	3	3	2	1	6145	5035	6229	2809	1	3	2	18	9	6	1933	15332	13942	8155	3	7	0,050272076	1	

	8304672	8306609		+	-	SCO7493	hypothetical protein	3	4	2	3	6931	6894	5169	7982	1	3	3	24	7	15	3264	20014	11281	20359	3	7	0,0187072	1	

	8307055	8306615		-	-	SCO7494	hypothetical protein	5	1	0	3	9814	1874	0	6112	3	10	3	3	0	2	3078	2545	809	3099	2	5	0,00610479	1	

	8308884	8308033		-	-	SCO7496	hypothetical protein	0	1	0	0	0	2324	0	0	0	0	3	0	1	0	2973	107	2249	796	0	1	0,043599066	1	

	8308924	8309703		+	-	SCO7497	transcriptional regulator	3	3	6	6	6106	5840	13360	12587	4	12	14	11	9	8	13369	9566	13935	10909	8	15	0,861958438	1	

8310553	8310544	8309894	8309805	-	-	SCO7498	transcriptional regulator	8	6	13	11	16406	9838	27899	23313	11	29	60	39	23	23	55099	32473	35676	30278	31	58	7,82E-04	0,00372455	

	8311394	8310669		-	-	SCO7499	racemase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	0	0	0	1	1	

	8312979	8311492		-	-	SCO7500	allantoin permease	0	0	0	0	0	0	0	0	0	0	0	1	0	0	763	943	672	0	0	0	1	1	

	8313196	8314671		+	-	SCO7501	hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2084	1324	0	0	1	1	

8315726	8315715	8314675	8314572	-	-	SCO7502	LacI family transcriptional regulator	19	17	29	28	38802	28815	63523	58079	17	45	112	86	58	54	103126	71326	88094	70348	42	79	0,002361605	0,010107007	

	8315906	8317243		+	-	SCO7503	extracellular solute-binding protein	0	1	1	0	1300	2099	4090	1962	0	1	0	0	2	1	525	0	4197	1429	0	1	0,063859249	1	

	8317256	8318206		+	-	SCO7504	integral membrane binding-protein-dependent transport protein	0	0	0	0	1029	0	0	0	0	0	0	0	0	1	663	0	0	2249	0	0	0,018916684	1	

	8318209	8319108		+	-	SCO7505	integral membrane binding-protein-dependent transport protein	1	0	0	0	2698	1222	0	0	0	1	1	1	1	1	1522	1366	2887	2449	1	2	0,143533561	1	

	8319174	8320994		+	-	SCO7506	hydrolase	1	0	3	1	2533	0	6457	3423	0	1	7	9	2	5	6577	7604	3271	7048	1	3	0,10518785	1	

	8321994	8321047		-	-	SCO7507	dioxygenase	3	4	13	4	6824	6717	27849	9731	5	13	20	18	2	4	18538	15564	3628	5431	6	11	0,132742549	1	

	8323140	8322307		-	-	SCO7508	hypothetical protein	1	1	0	0	3436	2590	2020	1144	1	2	5	6	0	4	4739	4971	1412	5331	2	4	0,209473099	1	

8324788	8324658	8323180	8323180	-	-	SCO7509	hypothetical protein	11	18	9	6	22182	30158	19263	13712	5	14	41	44	23	41	37950	36724	35189	53474	14	27	0,001180109	0,005409937	

8325307	8325307	8324810	8324790	-	-	SCO7510	peptidyl-prolyl cis-trans isomerase	1387	1576	1122	1163	2706698	2561797	2379419	2349530	1972	5018	1937	3129	2198	2611	1775991	2578276	3301357	3350615	2854	5525	0,148513035	0,371195941	

8326380	8326355	8325357	8325308	-	-	SCO7511	glyceraldehyde 3-phosphate dehydrogenase	1250	1326	408	624	2440675	2155619	864989	1260591	669	1682	329	1040	699	997	301742	856875	1049955	1280314	445	873	6,72E-04	0,003249437	

	8327448	8326492		-	-	SCO7512	AraC family transcription regulator	5	3	3	3	9804	6025	8230	7330	3	8	13	14	9	6	12782	11644	14841	8044	6	12	0,338125546	1	

	8328367	8327480		-	-	SCO7513	hydrolase	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	869	68	0	0	0	1	1	

8328549	8328549	8329049	8329104	+	-	SCO7514	hypothetical protein	4	3	0	1	8232	4963	1307	2269	3	8	81	65	38	62	74435	53762	57458	80120	70	132	3,20E-275	3,86E-273	

8329181	8329348	8329917	8329917	+	-	SCO7515	hypothetical protein	0	0	1	0	1436	418	3040	1739	1	2	20	19	6	12	19225	16445	9724	16492	14	27	1,86E-47	8,11E-46	

8329937	8329972	8331888	8332068	+	-	SCO7516	heat shock protein 90	687	837	383	509	1341850	1360727	813657	1028877	235	592	516	1041	569	657	473232	857583	854660	843900	208	395	0,012423897	0,044501651	

	8332218	8333516		+	-	SCO7517	hypothetical protein	4	10	7	8	8921	17271	15261	17164	4	11	13	17	17	17	12677	14256	26726	21947	7	14	0,610414908	1	

8334140	8334140	8333583	8333583	-	-	SCO7518	TetR family transcriptional regulator	4	7	10	8	9125	11929	22432	18048	10	27	15	19	5	17	14304	15916	7893	22340	14	27	0,435897054	0,886486104	

8334732	8334732	8334151	8334141	-	-	SCO7519	sugar acetyltransferase	9	15	10	15	18842	24857	22462	30337	16	41	23	19	19	18	21388	16454	28550	23265	19	38	0,280018168	0,622682497	

	8336018	8334804		-	-	SCO7520	hypothetical protein	7	2	2	1	14348	4818	4318	2856	2	5	8	14	8	2	7689	11573	12049	3017	3	7	0,770686618	1	

	8337202	8336087		-	-	SCO7521	peptidase	5	1	4	0	11503	2807	9091	2000	2	5	22	19	16	10	21049	16019	25306	13774	8	17	2,19E-06	1	

