Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts novo10 Replicate 1	Raw Counts novo10 Replicate 2	Normalized Counts novo10 Replicate 1	Normalized Counts novo10 Replicate 2	RPKM novo10	Expression novo10	pValue wildtype vs novo10	qValue wildtype vs novo10

	6172804	6174636		+	-	SCO5673	chitinase	0	0	0	0	698	0	970	0	0	0	1	0	2082	0	0	0	0,64818881	1

	6175318	6174575		-	-	SCO5674	hypothetical protein	9	9	10	6	19415	16217	22551	13247	9	24	16	9	20185	14509	7	23	0,64746184	1

	6175387	6176157		+	-	SCO5675	hypothetical protein	2	10	5	6	4290	17528	11280	13824	6	15	10	3	13046	5679	4	12	0,326208378	1

6177923	6177891	6176557	6176188	-	-	SCO5676	4-aminobutyrate aminotransferase	681	649	669	947	1330327	1055297	1419213	1913303	416	1070	1265	1213	1557045	1902171	429	1295	0,497419186	1

	6178250	6180280		+	-	SCO5677	ATP/GTP binding protein	36	38	35	39	71012	63229	74507	79244	13	35	55	42	67669	66126	11	32	0,302553252	1

	6180444	6182102		+	-	SCO5678	regulatory protein	15	14	28	21	31035	23159	59393	43204	9	23	41	21	50772	33414	8	25	0,7640245	1

6182206	6182246	6183691	6184262	+	-	SCO5679	aldehyde dehydrogenase	407	422	354	523	796097	687322	750401	1057800	222	569	669	616	823980	966898	205	619	0,141204685	0,948835099

	6184114	6183701		-	-	SCO5680	cytidine deaminase	0	0	2	2	844	1174	5496	4902	2	7	2	0	3108	0	1	3	0,202673466	1

	6185315	6184140		-	-	SCO5681	glycosyl transferase	0	0	0	0	38	32	871	0	0	0	0	0	494	0	0	0	0,443115899	1

	6186445	6185312		-	-	SCO5682	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

6186588	6186588	6187784		+	-	SCO5683	two-component system sensor kinase	14	13	15	21	27337	21365	33742	43380	10	26	19	15	23473	24898	6	20	0,233566067	1

	6187781	6188494		+	-	SCO5684	two-component system response regulator	2	6	5	3	5514	9958	10755	6623	4	11	10	7	12299	11803	5	16	0,58877217	1

	6191418	6188536		-	-	SCO5685	sugar hydrolase	0	0	0	0	0	0	812	0	0	0	1	2	2150	4479	0	1	4,44E-24	1

	6191668	6193353		+	-	SCO5686	lipoprotein	1	0	0	0	1999	0	0	0	0	0	1	2	1297	3226	0	1	0,036050874	1

	6193381	6194421		+	-	SCO5687	transport system integral membrane protein	0	0	0	0	1291	0	1683	0	0	0	0	0	1137	1383	0	1	0,606566504	1

	6194418	6195389		+	-	SCO5688	transport system integral membrane protein	1	0	0	1	2776	0	0	2149	0	1	0	0	0	252	0	0	7,71E-20	1

	6195389	6197359		+	-	SCO5689	beta-galactosidase	0	0	0	1	0	0	0	2316	0	0	2	0	3442	1353	0	1	0,056936564	1

	6197356	6199599		+	-	SCO5690	hypothetical protein	1	0	0	0	2067	0	0	0	0	0	0	0	0	0	0	0	1	1

	6199638	6200372		+	-	SCO5691	hypothetical protein	0	0	0	0	1077	0	0	986	0	0	1	1	1557	2667	0	2	0,064005484	1

	6201527	6200514		-	-	SCO5692	transcriptional regulator	9	10	5	13	19172	17375	12102	26625	7	18	16	14	20049	22467	6	20	0,952871448	1

	6201820	6203796		+	-	SCO5693	acyl CoA dehydrogenase	51	60	27	27	99747	97836	58660	55958	15	39	59	44	72663	70201	12	36	0,256742259	1

6203922	6203922	6205178	6205186	+	-	SCO5694	1-deoxy-D-xylulose 5-phosphate reductoisomerase	124	169	97	111	243141	275890	206744	225704	74	189	223	164	274369	257885	71	211	0,433423732	1

6205187	6205187	6206479	6206480	+	-	SCO5695	metalloprotease	137	204	83	106	269245	332853	176715	215834	76	192	189	155	232521	244362	61	184	0,209577693	1

6206638	6206675	6207832	6208021	+	ispG	SCO5696	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	277	373	237	243	542238	607239	502882	491710	182	462	398	311	489653	488571	141	422	0,02447749	0,467828783

	6208102	6208965	6208965	+	-	SCO5697	hypothetical protein	29	28	19	24	56635	45499	41774	48553	21	55	20	19	25265	30953	10	32	0,025126965	0,476362957

6209024	6209024	6209566	6209566	+	-	SCO5698	hypothetical protein	9	14	6	10	17745	23497	14132	20308	13	34	22	17	27737	28109	17	51	0,505164734	1

6209631	6209640	6211343	6211597	+	-	SCO5699	prolyl-tRNA synthetase	262	324	175	208	511445	527632	371922	421508	106	268	278	226	341996	354934	68	204	0,008136384	0,258410633

	6212816	6211917		-	-	SCO5700	kinase	5	6	7	9	11561	10707	15737	19108	6	15	20	14	25822	21978	8	26	0,31881502	1

	6213359	6212856		-	-	SCO5701	hypothetical protein	9	6	3	7	18163	11077	7675	15378	10	25	8	8	10760	12590	7	23	0,542880321	1

6214177	6213925	6213362	6213362	-	-	SCO5702	lipoprotein	15	29	18	17	30200	48572	38724	36059	27	68	31	25	38139	39844	23	69	0,653132587	1

6214300	6214338	6214871	6214871	+	-	SCO5703	hypothetical protein	175	222	199	223	342190	362102	421907	452014	289	738	355	307	437632	481530	286	860	0,262896254	1

6214872	6214874	6215896	6215998	+	nusA	SCO5704	transcription elongation factor NusA	447	611	408	460	873293	993846	866257	928774	353	894	731	572	899616	896965	293	878	0,064847198	0,699520204

6215999	6215999	6216304	6216465	+	-	SCO5705	hypothetical protein	182	226	299	242	356499	368755	635673	490371	587	1512	650	511	800599	802377	876	2619	0,777970665	1

6216466	6216466	6219567	6219577	+	infB	SCO5706	translation initiation factor IF-2	1435	1683	1961	1768	2800883	2736248	4158145	3569383	416	1069	3864	3122	4752645	4893953	519	1554	0,359270584	1

6219667	6219719	6220012	6220012	+	-	SCO5707	hypothetical protein	60	58	67	50	118891	95117	143923	102316	152	391	86	100	105846	157281	146	447	0,69071698	1

6220065	6220097	6220579		+	rbfA	SCO5708	ribosome-binding factor A	100	118	106	87	196806	192928	225037	176881	160	409	205	181	252793	284748	185	556	0,935849188	1

	6220576	6221481	6221736	+	truB	SCO5709	tRNA pseudouridine synthase B	83	110	76	94	162663	179897	162632	190566	75	191	193	157	237954	247572	89	267	0,863377265	1

	6221737	6225837		+	-	SCO5710	large Pro/Ala/Gly-rich protein	15	8	15	15	29822	14616	33148	31481	2	6	48	22	59264	35196	3	11	0,251764397	1

6225975	6225981	6226937	6227008	+	-	SCO5711	bifunctional riboflavin kinase/FMN adenylyltransferase	104	148	93	97	203329	240849	198385	195990	86	219	103	60	127404	95306	39	116	4,13E-04	0,0293144

	6228131	6227052		-	-	SCO5712	ABC transporter ATP-binding protein	2	1	3	0	4135	1890	7645	1125	1	3	2	0	2972	1108	0	1	0,219780727	1

	6229324	6228128		-	-	SCO5713	ABC transporter ATP-binding protein	0	0	3	2	398	828	6487	4391	0	2	4	4	5964	6306	1	5	0,208479831	1

	6230274	6229321		-	-	SCO5714	peptide transport permease	0	0	2	1	0	0	4486	3079	0	1	3	1	4536	2599	1	3	0,265462019	1

	6231227	6230271		-	-	SCO5715	peptide transport system permease	0	3	2	0	0	5317	5704	1302	1	3	1	3	1279	5443	1	3	0,477396026	1

	6233175	6231310		-	-	SCO5716	peptide transport system peptide binding protein	4	5	4	1	8630	8921	9497	3237	1	4	7	1	8776	2897	1	3	0,298539491	1

6236812	6236729	6233478	6233476	-	-	SCO5717	hypothetical protein	310	363	209	241	605795	590563	443408	486966	64	163	352	271	433257	425082	44	131	0,008563069	0,266041211

6237158	6237208	6238782	6239031	+	-	SCO5718	hypothetical protein	51	59	61	56	100563	97039	130999	115033	27	70	71	41	87336	65583	16	48	0,015966801	0,37706569

	6239620	6238820	6238820	-	-	SCO5719	hypothetical protein	37	52	42	40	73643	85495	89412	81235	40	102	57	45	70648	72066	29	89	0,177509773	1

6240885	6240885	6239617		-	-	SCO5720	hypothetical protein	48	85	88	70	94398	138983	186718	143213	43	110	98	72	120704	113875	31	92	0,10933278	0,852440977

6241024	6241070	6242596	6242631	+	-	SCO5721	hypothetical protein	107	158	154	139	209571	258249	326473	281402	68	176	212	155	261310	243689	55	165	0,156889595	0,990683833

6242668	6242668	6243909	6243952	+	-	SCO5722	serine protease	38	36	33	50	75827	59536	70793	101348	24	61	69	48	84962	75284	21	64	0,488049708	1

6244258	6244234	6243938	6243579	-	-	SCO5723	regulator, BldB	78	107	65	102	153722	173936	138288	206316	223	565	95	60	117756	94243	120	356	0,006431699	0,227249266

6244426	6244538	6244912	6244912	+	-	SCO5724	hypothetical protein	101	108	87	85	199009	175536	185104	172267	191	487	120	97	148547	152419	134	401	0,094872291	0,811654159

6244913	6244949	6245260	6245274	+	-	SCO5725	hypothetical protein	120	123	84	104	235161	199927	178548	211480	259	661	140	91	172787	144002	171	507	0,043843244	0,618133873

6245360	6245381	6245860	6245883	+	-	SCO5726	hypothetical protein	24	27	17	16	47063	44928	36476	32347	33	83	24	21	30358	33521	22	66	0,229706384	1

6245884	6245884	6246486	6246486	+	-	SCO5727	hypothetical protein	8	8	9	12	16046	13337	20719	24699	12	31	20	12	24882	20304	12	37	0,900013045	1

6247158	6247155	6246517	6246353	-	-	SCO5728	hypothetical protein	86	114	42	78	169051	185512	90195	158303	93	235	137	127	169004	200313	95	288	0,828193596	1

6249422	6249421	6247184	6247184	-	-	SCO5729	hypothetical protein	232	279	167	222	453742	453414	355036	448330	75	191	392	457	483220	716527	87	268	0,669960464	1

6249845	6249845	6249423	6249423	-	-	SCO5730	hypothetical protein	26	35	21	31	52383	57638	46132	63150	51	129	63	47	78257	74290	60	180	0,711806359	1

6251269	6251263	6249911	6249846	-	-	SCO5731	serine protease	44	87	51	87	87350	142659	109339	176267	37	95	129	101	159381	158588	39	117	0,864800979	1

	6252847	6251294	6251294	-	-	SCO5732	hypothetical protein	142	174	106	127	278040	283613	225651	258321	66	168	230	174	283176	272823	60	178	0,308269114	1

6253386	6253335	6252847		-	-	SCO5733	hypothetical protein	38	51	43	31	74750	83098	92037	62750	62	159	79	55	98263	86774	63	189	0,84275932	1

6257435	6257372	6253407	6253407	-	-	SCO5734	ATP/GTP binding protein membrane protein	305	392	303	325	595272	637663	642448	657623	62	159	785	818	966520	1282784	93	283	0,797273367	1

6257511	6257530	6259005	6259076	+	-	SCO5735	hypothetical protein	164	167	130	143	321211	272512	275626	289571	76	196	321	316	395871	495267	99	301	0,990719402	1

6259085	6259203	6259490	6259518	+	rpsO	SCO5736	30S ribosomal protein S15	482	534	553	502	940937	868313	1172288	1013684	1352	3468	982	896	1208912	1405481	1507	4538	0,446212686	1

6259652	6259773	6261992		+	-	SCO5737	polynucleotide phosphorylase/polyadenylase	1278	1650	1102	1145	2494893	2681875	2336703	2311852	436	1106	2373	2120	2918708	3323606	467	1405	0,810722955	1

	6261989	6263368	6263379	+	-	SCO5738	protease	110	120	99	96	215076	195020	209943	195562	57	147	209	207	257472	324478	69	210	0,974037597	1

6263394	6263394	6264146	6264159	+	-	SCO5739	dihydrodipicolinate reductase	66	76	47	49	129482	124020	101426	100260	59	151	111	99	137206	156218	64	194	0,990219541	1

6264160	6264160	6264615	6264621	+	-	SCO5740	hypothetical protein	23	28	24	34	46053	46818	52510	69420	46	117	52	54	64017	85115	53	163	0,703576958	1

6265245	6265245	6264691	6264674	-	-	SCO5741	hypothetical protein	335	469	251	282	654674	762416	533653	571132	450	1135	636	428	782379	671546	442	1309	0,189574244	1

6265631	6265601	6265362	6265282	-	-	SCO5742	hypothetical protein	414	554	226	337	808241	901512	480736	680565	1190	2990	607	395	747342	620334	963	2849	0,043813242	0,618133873

6265763	6265793	6266533	6266533	+	thyX	SCO5743	FAD-dependent thymidylate synthase	362	431	229	282	707795	701343	485480	570322	328	831	405	354	499184	554988	236	711	0,013687143	0,344115821

6266534	6266753	6267652	6267804	+	dapA	SCO5744	dihydrodipicolinate synthase	209	274	162	220	408834	446215	343814	445464	180	456	317	264	390568	413943	149	446	0,084909791	0,769177275

6267805	6267805	6269490	6269523	+	-	SCO5745	hypothetical protein	428	565	467	505	836171	918783	990531	1020857	219	558	797	690	980488	1082745	203	611	0,14411279	0,957354149

	6275223	6275900		+	-	SCO5746	hypothetical protein	7	7	5	1	14804	12187	11805	2846	6	15	19	11	24097	17743	10	30	0,169352436	1

6278922	6278856	6276106	6276106	-	-	SCO5747	regulatory protein	184	217	146	167	359353	352755	309537	339045	48	123	303	191	373677	300688	41	122	0,132603822	0,926865554

6279084	6279265	6284754	6284796	+	-	SCO5748	sensory histidine kinase	227	317	266	273	443626	515638	565831	552823	37	94	465	370	572960	580628	35	105	0,152147552	0,977341863

6284976	6285256	6285930	6285940	+	-	SCO5749	two-component regulator	180	246	162	172	351470	400715	344399	348720	211	535	261	191	321180	300580	154	460	0,043744176	0,618133873

6285953	6286097	6288886	6289122	+	-	SCO5750	ftsK-like protein	201	242	157	169	392796	394352	333732	343008	51	131	329	219	405834	343826	45	134	0,150666711	0,974893265

6289162	6289190	6290053	6290053	+	-	SCO5751	hypothetical protein	226	214	144	171	442374	347864	305813	346339	163	417	201	148	247985	232008	93	277	0,005428142	0,201606145

6290066	6290145	6291626		+	-	SCO5752	hypothetical protein	144	165	166	170	282914	268964	351995	344311	82	210	225	156	277873	244866	59	176	0,047409233	0,629677767

	6291623	6292414		+	-	SCO5753	phosphatidylglycerophosphate synthase	60	78	66	62	118493	127431	141190	126635	63	162	102	72	126551	113370	50	151	0,248770383	1

	6292411	6292956	6293038	+	-	SCO5754	hypothetical protein	34	49	50	37	68051	80170	107566	75402	59	151	121	68	149820	108042	80	236	0,413160282	1

6293052	6293066	6293446	6293454	+	-	SCO5755	hypothetical protein	254	370	253	218	496777	602051	537318	441175	538	1363	415	332	511063	520548	452	1353	0,057167545	0,670180793

	6293651	6294121	6294121	+	-	SCO5756	hypothetical protein	7	5	13	6	15270	9411	28008	13629	13	35	21	8	26588	13638	14	42	0,904919632	1

	6294128	6294394		+	-	SCO5757	hypothetical protein	0	0	0	0	0	538	0	0	0	0	1	0	2008	833	1	5	1,03E-10	1

6294450	6294450	6294824		+	-	SCO5758	transcriptional regulator	12	26	6	7	24405	42965	13439	15322	26	64	40	15	49542	24806	34	99	0,419692427	1

	6294821	6295306	6295306	+	-	SCO5759	hypothetical protein	16	19	14	21	32919	31501	30514	43976	28	71	27	22	33881	34798	23	70	0,606098179	1

	6296174	6295344		-	-	SCO5760	DNA glycosylase	3	0	4	2	7533	32	10478	5023	2	6	10	5	13281	8447	4	13	0,260448413	1

	6301265	6296193		-	-	SCO5761	ATP-dependent DNA helicase	46	75	52	44	91641	122009	111666	89636	8	20	145	74	178745	116581	9	29	0,698514923	1

6301456	6301456	6302322		+	-	SCO5762	AraC family transcription regulator	13	24	16	17	26686	39811	34861	35231	15	39	52	25	64820	40379	20	60	0,429100648	1

	6302319	6303089		+	-	SCO5763	hypothetical protein	13	11	16	13	26201	18099	35069	28225	13	34	22	24	27762	37940	14	42	0,922871999	1

	6303086	6303394		+	-	SCO5764	hypothetical protein	2	0	2	3	3941	740	5744	6456	5	13	1	0	1792	1528	1	5	0,081497397	1

	6304429	6303404		-	-	SCO5765	hypothetical protein	1	0	0	2	2727	0	1584	4716	0	2	1	0	1915	1039	0	1	0,839084828	1

6304454	6304454	6304648	6304742	+	-	SCO5766	hypothetical protein	29	45	35	32	57314	73686	74200	64815	136	346	49	47	61334	74031	115	347	0,442474167	1

6304820	6304820	6306028	6306028	+	-	SCO5767	hypothetical protein	26	43	26	39	51664	71426	55947	79979	21	53	42	42	51934	66516	16	48	0,308036516	1

6306380	6306365	6306165	6306036	-	-	SCO5768	hypothetical protein	6	6	4	4	12154	11189	9329	9070	20	51	2	5	3559	8844	9	30	0,095301442	0,811654159

6306512	6306654	6307778	6307778	+	recA	SCO5769	recombinase A	267	336	219	189	522386	546737	465474	382416	168	426	413	282	509116	442947	142	423	0,057831778	0,67409908

6307807	6307998	6308564	6308598	+	recX	SCO5770	recombination regulator RecX	41	36	45	35	81788	59617	97177	72090	53	136	110	61	135927	95749	69	204	0,517623029	1

	6309319	6308921		-	-	SCO5771	hypothetical protein	0	0	5	2	0	1134	10854	4084	3	10	7	3	9480	6123	6	19	0,289052225	1

	6309864	6309316		-	-	SCO5772	hypothetical protein	1	1	3	0	2795	1689	6407	1683	2	5	13	4	16891	6979	7	21	0,004931387	1

6311817	6311784	6310159	6310159	-	-	SCO5773	monooxygenase	56	52	43	43	109377	85697	91621	86863	22	57	89	59	110024	93425	21	62	0,611418571	1

	6312860	6311961	6311940	-	-	SCO5774	glutamate permease	161	197	134	129	316037	320786	285282	261084	129	328	231	182	284313	286507	106	317	0,135633438	0,933942553

6313604	6313525	6312857		-	-	SCO5775	glutamate permease	92	122	71	78	179652	199573	151728	159224	102	257	134	156	165840	245172	100	307	0,755885717	1

6314446	6314446	6313610	6313609	-	-	SCO5776	glutamate binding protein	186	256	135	205	363032	416169	287194	415815	175	442	288	290	354221	455744	159	483	0,213477013	1

6315362	6315348	6314572	6314448	-	-	SCO5777	glutamate uptake system ATP-binding protein	116	127	89	111	227473	207095	190026	224439	107	273	161	154	199190	241434	93	283	0,358179892	1

	6315651	6316337		+	-	SCO5778	two-component system regulator	3	10	8	5	7261	17713	18391	10652	7	19	12	6	15395	9762	6	18	0,619855442	1

	6316347	6317792		+	-	SCO5779	two-component system sensor	0	5	5	5	0	8937	10735	11470	2	5	17	3	21878	4747	3	9	0,35617484	1

	6318766	6317771		-	-	SCO5780	hypothetical protein	8	10	6	6	16736	16957	14677	13647	6	15	23	14	28380	23262	8	25	0,319291999	1

6318816	6318816	6319355	6319355	+	-	SCO5781	hypothetical protein	6	16	16	12	13183	27560	34851	25230	18	46	36	19	45463	30104	23	69	0,479404906	1

6320690	6320686	6319451	6319310	-	-	SCO5782	transmembrane transport protein	50	73	67	70	98961	119411	142676	142441	39	101	145	102	178442	159896	46	136	0,905571873	1

6321226	6321176	6320691	6320691	-	-	SCO5783	hypothetical protein	42	52	68	58	83186	84723	146221	118457	86	222	112	93	138572	146357	97	293	0,918073947	1

6321291	6321291	6322367		+	-	SCO5784	two-component sensor	53	46	49	56	104407	76027	105239	113489	36	92	90	53	111199	83739	30	90	0,348863551	1

	6322367	6323026		+	-	SCO5785	two-component regulator	12	7	7	8	24628	11889	15895	16717	10	26	13	15	16155	23874	9	30	1	1

	6324283	6323081		-	-	SCO5786	hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

6324453	6324453	6325970	6325970	+	-	SCO5787	(dimethylallyl)adenosine tRNA methylthiotransferase	370	357	233	251	723386	580918	495879	508037	149	380	457	366	562966	574046	125	374	0,0545971	0,657696368

6326016	6326020	6326733	6326750	+	-	SCO5788	hypothetical protein	31	29	35	20	60994	48210	75368	41882	30	79	56	46	69017	72418	33	99	0,997083732	1

6327165	6327161	6326868	6326866	-	-	SCO5789	hypothetical protein	32	29	11	16	64022	48387	23551	33230	56	143	33	23	41254	36839	44	132	0,463716207	1

6327473	6327473	6327186	6327186	-	-	SCO5790	hypothetical protein	13	12	1	5	26677	19781	4110	10680	21	53	12	17	15179	26871	23	73	0,658717421	1

6327656	6327656	6328594	6328594	+	miaA	SCO5791	tRNA delta(2)-isopentenylpyrophosphate transferase	43	82	46	46	84545	134703	99108	93134	43	109	88	61	108485	95856	36	108	0,375761532	1

6328693	6328696	6329199	6329199	+	-	SCO5792	transmembrane protein	19	25	24	26	37607	41404	51728	52516	35	90	31	13	38331	21695	20	59	0,064806853	0,699520204

6329272	6329272	6330141	6330361	+	dapF	SCO5793	diaminopimelate epimerase	143	139	129	138	280662	226763	273922	280565	119	305	229	142	282626	223813	98	291	0,176949153	1

6330382	6330388	6332565	6332794	+	-	SCO5794	kinase/phosphohydrolase	38	75	46	63	74730	123039	99534	128328	19	48	91	66	111922	104151	16	49	0,415063452	1

	6332816	6334354		+	-	SCO5795	zinc metalloprotease membrane protein	1	0	0	3	2174	1069	1614	7814	0	2	0	2	902	3363	0	1	0,45584049	1

6334459	6334502	6335995	6335998	+	-	SCO5796	hypothetical protein	97	171	136	122	190981	279197	289531	246618	66	168	522	319	643034	500726	129	382	0,091310203	0,798821597

6337308	6337308	6336091	6336077	-	-	SCO5797	hypothetical protein	61	74	60	52	119891	121534	129137	106698	38	97	96	66	118417	104250	30	91	0,254148984	1

6338635	6338635	6337406	6337403	-	-	SCO5798	hypothetical protein	106	98	84	95	208707	160815	178072	192120	58	150	113	100	139690	157594	40	120	0,077743497	0,741011595

	6338949	6340547		+	-	SCO5799	aminotransferase	1	3	1	1	3077	5027	2168	3107	0	2	5	3	6996	5114	1	3	0,341726635	1

	6340587	6342533		+	-	SCO5800	hypothetical protein	0	0	0	0	0	0	0	0	0	0	1	0	1934	940	0	0	1	1

	6342563	6343258		+	-	SCO5801	hypothetical protein	0	0	1	0	0	0	3753	0	0	1	0	1	0	3119	0	2	0,596723604	1

6343581	6343581	6345575	6345662	+	-	SCO5802	ATP-dependent helicase	37	46	54	56	74119	75174	115450	113564	18	47	102	51	125519	80643	17	51	0,611291533	1

6346452	6346368	6345664	6345655	-	-	SCO5803	LexA repressor	92	94	97	68	180370	154058	205744	138161	93	240	139	133	171804	209173	89	270	0,608236041	1

6346928	6347027	6347575	6347575	+	nrdR	SCO5804	transcriptional regulator NrdR	118	140	191	175	231589	228855	405060	353698	215	555	306	234	376551	367578	227	677	0,442285129	1

6347576	6347744	6350647	6350669	+	-	SCO5805	vitamin B12-dependent ribonucleotide reductase	935	1085	725	725	1824832	1763430	1538179	1464647	223	567	1406	1216	1729907	1905771	208	625	0,329214657	1

6351333	6351333	6350725	6350724	-	-	SCO5806	hypothetical protein	88	99	51	76	171895	161000	108705	155335	96	245	93	92	114666	145080	70	213	0,159078793	0,995654967

	6351356	6352033		+	-	SCO5807	hypothetical protein	5	10	4	10	11134	17198	9874	21211	8	21	12	9	15519	14173	7	21	0,722346206	1

6352147	6352147	6352806	6352818	+	-	SCO5808	hypothetical protein	30	26	28	28	58635	42828	61226	57642	32	83	26	25	32731	40264	18	55	0,053135349	0,653868878

6352819	6352819	6353724	6353744	+	-	SCO5809	hydrolase	84	71	54	72	165139	115823	114974	147204	58	149	92	78	114320	122597	43	130	0,15592482	0,988412478

	6355559	6354012		-	-	SCO5810	transmembrane efflux protein	26	33	21	17	52470	54718	46172	35370	12	30	18	19	22768	31312	5	17	0,023102559	0,453776463

6355747	6355747	6356367	6356448	+	-	SCO5811	transcriptional regulator	13	17	9	12	26968	28670	19887	26058	16	40	28	17	34678	26641	16	49	0,951696226	1

6356449	6356449	6357150	6357218	+	rnhB	SCO5812	ribonuclease HII	88	125	141	123	173352	203941	300326	249269	128	330	259	184	319072	289694	145	433	0,767777139	1

6357219	6357219	6357857	6358138	+	-	SCO5813	hypothetical protein	114	138	129	105	223638	225460	273932	213945	143	366	207	174	255636	272968	137	413	0,453271868	1

	6358786	6358172		-	-	SCO5814	hypothetical protein	4	5	4	3	9329	8237	9715	7693	5	14	14	9	17391	15457	8	26	0,254704724	1

6359074	6359074	6361233	6361286	+	-	SCO5815	ATP-dependent DNA helicase	97	131	95	106	190602	214479	202941	215554	37	95	243	155	299097	243337	42	125	0,830683	1

	6361399	6363003		+	-	SCO5816	hypothetical protein	10	7	6	12	21056	12871	13667	25909	4	11	20	9	25519	14280	4	12	0,863964245	1

	6363009	6363893		+	-	SCO5817	DNA hydrolase	12	5	7	13	23560	8406	16717	26932	8	21	11	11	13844	17720	5	17	0,396469594	1

	6363949	6366183		+	-	SCO5818	ABC transporter	5	10	6	8	10416	16314	12904	16969	2	6	13	6	16644	10610	2	6	0,672660288	1

	6366349	6367236		+	-	SCO5819	sporulation transcription factor, WhiH	3	3	5	0	7688	4995	10745	753	2	6	8	4	10686	7629	3	10	0,589161014	1

6367527	6367665	6369200	6369244	+	-	SCO5820	RNA polymerase sigma factor	181	192	256	216	353237	313434	543725	438022	104	268	463	310	570216	486858	116	344	0,444355349	1

6369308	6369367	6370224	6370252	+	-	SCO5821	serine protease	11	13	32	26	22221	21398	69297	53865	18	48	67	41	83621	64903	29	86	0,186807855	1

6370953	6371006	6373129	6373134	+	-	SCO5822	DNA topoisomerase IV subunit B	359	483	282	382	701329	785616	597939	772843	132	336	411	349	505512	547557	82	247	0,002559417	0,120884351

	6373348	6373872		+	-	SCO5823	hypothetical protein	2	4	7	2	4426	7416	16301	5367	6	15	6	6	7583	10060	5	16	0,754427215	1

	6373869	6375023		+	-	SCO5824	two-component sensor	13	11	11	14	26609	18212	23729	28514	8	21	14	12	17688	19256	5	15	0,238987789	1

	6375020	6375709		+	-	SCO5825	two-component response regulator	4	6	10	6	8979	10409	22878	12336	7	19	15	3	18541	4961	6	17	0,489313618	1

	6375779	6376357		+	-	SCO5826	hypothetical protein	4	4	8	8	7911	7457	17975	17210	8	21	19	8	24332	13102	11	32	0,554927999	1

	6376354	6377946		+	-	SCO5827	transmembrane transport protein	3	3	4	2	6057	4923	8873	4577	1	3	16	9	20630	14257	3	10	0,018034754	1

	6378663	6377983		-	-	SCO5828	two-component transcriptional regulator	11	13	5	13	21599	21550	12300	27956	12	30	9	12	11217	19478	7	22	0,228410748	1

	6380360	6378660		-	-	SCO5829	two-component sensor	26	31	30	41	50781	50422	65385	84714	14	36	50	21	62694	33200	9	28	0,103262459	0,834577205

6381357	6381357	6380416	6380387	-	-	SCO5830	hypothetical protein	77	97	50	81	152140	157750	106952	164554	61	154	96	52	119122	81729	36	106	0,018535036	0,407066881

	6382677	6381412		-	-	SCO5831	citrate synthase-like protein	5	5	4	5	10202	9251	10577	10810	3	8	11	6	13714	10756	3	9	0,960649123	1

	6382802	6383974		+	-	SCO5832	citrate synthase	15	19	15	8	30171	30954	32346	16243	9	23	21	22	26149	35394	8	26	0,880596812	1

6384351	6384351	6384115	6384030	-	-	SCO5833	hypothetical protein	9	11	11	7	17774	19443	24106	14736	31	80	6	7	8046	11826	13	41	0,029451739	0,504482045

	6385247	6384501		-	-	SCO5834	hypothetical protein	0	3	1	3	0	6347	2723	7423	2	5	5	5	6810	7896	3	9	0,390092805	1

6385318	6385339	6386427	6386427	+	-	SCO5835	ATP/GTP-binding protein	29	30	16	30	57295	49891	35872	61001	18	46	34	28	43009	44981	13	40	0,298481547	1

6388888	6388880	6386424	6386392	-	-	SCO5836	DNA topoisomerase IV subunit A	242	333	247	267	473701	542707	524046	539315	83	211	401	292	494258	458871	65	193	0,025761768	0,480428676

6389155	6389216	6390568		+	-	SCO5837	zinc protease	248	328	116	135	483972	533537	247885	273802	113	284	270	236	332948	371233	86	260	0,064606892	0,698497245

	6390565	6391953	6391964	+	-	SCO5838	protease	254	336	134	184	497291	547228	285322	373253	122	306	312	271	384684	425280	97	291	0,062556964	0,695313226

6392116	6392322	6393074	6393074	+	-	SCO5839	hypothetical protein	7	6	20	12	15027	10755	43686	24653	11	31	34	20	42206	32864	16	49	0,365707054	1

	6393195	6393890		+	-	SCO5840	transcriptional regulator	3	1	5	4	7620	2340	11795	8968	4	11	4	5	5241	8149	3	9	0,457555796	1

6394784	6394326	6394045	6394025	-	-	SCO5841	phosphocarrier protein HPr	278	352	312	311	543364	572898	661632	629835	836	2134	467	459	574765	719700	759	2295	0,116742098	0,87755261

