Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_overexpression Replicate 1	Raw Counts TopA_overexpression Replicate 2	Raw Counts TopA_overexpression Replicate 3	Normalized Counts TopA_overexpression Replicate 1	Normalized Counts TopA_overexpression Replicate 2	Normalized Counts TopA_overexpression Replicate 3	RPKM TopA_overexpression	Expression TopA_overexpression	pValue wildtype vs TopA_overexpression	qValue wildtype vs TopA_overexpression

	5861363	5860494	5860488	-	-	SCO5392	ABC transporter	84	89	70	80	165265	145989	149985	162461	70	179	206	146	76	168740	160897	154813	77	185	0,6437247	1

5862649	5862631	5861360		-	-	SCO5393	ABC transporter ATP-binding protein	88	107	118	92	172361	175287	251817	186975	60	154	240	180	106	196798	198562	214480	65	159	0,753889511	1

	5863556	5862780	5862780	-	-	SCO5394	ABC transporter	35	53	17	35	68779	86147	36406	71364	33	84	86	78	48	71043	86790	97488	43	109	0,14824518	0,792840774

5864620	5864593	5863553		-	-	SCO5395	ABC transporter ATP-binding protein	90	99	59	60	177322	161105	125175	121657	55	140	166	167	115	136428	184441	233867	68	177	0,238300363	1

5865617	5865601	5864669	5864659	-	-	SCO5396	cellulose-binding protein	469	547	334	407	915464	890097	708457	822783	352	894	759	612	347	622124	674217	703161	291	714	0,356944332	1

5869983	5869789	5865809	5865747	-	-	SCO5397	large Ala/Glu-rich protein	364	426	470	496	712192	693210	997098	1001869	83	213	1136	637	290	930565	701747	588164	81	185	0,55171697	1

5870463	5870463	5870023	5870016	-	-	SCO5398	hypothetical protein	18	14	17	17	35307	24269	37961	36208	29	75	36	27	24	29900	30227	50013	32	83	0,71693123	1

5870593	5870613	5871818	5871818	+	-	SCO5399	acetyl-CoA acetyltransferase	114	144	68	74	223570	234172	144379	151055	61	156	185	180	97	151571	198584	196624	60	151	0,906585745	1

5871819	5871855	5872811	5873049	+	-	SCO5400	transport system kinase	49	73	61	63	97534	119620	130018	129109	48	124	193	100	44	158810	110499	89366	55	124	0,82246228	1

	5873153	5874457		+	-	SCO5401	hypothetical protein	1	2	2	0	3261	4303	4902	1460	1	2	17	4	1	13958	5219	2057	2	5	0,124425872	1

5875194	5875173	5874400	5874400	-	-	SCO5402	hypothetical protein	69	57	23	40	135375	94079	49499	81654	45	116	31	34	28	26041	37564	56986	19	51	1,56E-04	0,003216692

5875298	5875298	5875966		+	-	SCO5403	two-component system response regulator	11	11	6	5	21599	18260	14281	11582	9	24	22	11	13	18361	13192	27028	11	29	0,590419673	1

	5875963	5877399		+	-	SCO5404	two-component sensor kinase	12	10	11	9	25201	16917	25066	19229	5	15	32	20	15	26212	22122	31391	7	18	0,487398574	1

5877927	5877884	5877408	5877401	-	-	SCO5405	transcriptional regulator	117	137	73	113	229123	223183	156353	230086	173	439	188	192	121	154656	211495	244794	167	426	0,959136539	1

	5878762	5877986	5877929	-	-	SCO5406	hypothetical protein	48	50	38	41	95359	81433	81598	83421	43	109	72	44	31	59467	48816	64271	30	74	0,183551806	0,89502254

	5879418	5878759		-	-	SCO5407	hypothetical protein	23	26	17	10	44927	43850	36109	20894	21	55	28	26	11	23442	29199	24231	16	38	0,153965931	0,814194811

5880152	5880130	5879411		-	-	SCO5408	hypothetical protein	28	30	15	20	55315	49432	33465	42385	24	62	20	26	11	16461	29221	23163	12	31	0,00464778	0,065532134

5880169	5880228	5880572	5881334	+	-	SCO5409	hypothetical protein	340	417	187	231	664595	678247	398187	467029	635	1600	556	533	302	455883	586630	610962	639	1597	0,857883815	1

5881073	5881012	5880887	5880854	-	-	SCO5410	hypothetical protein	0	0	1	1	465	1568	3555	3432	6	17	5	4	5	4640	4937	11746	20	56	0,002794504	0,042333436

5882480	5882480	5881074	5881074	-	-	SCO5411	integrase/recombinase	21	20	15	21	42209	32620	32772	43622	10	26	53	50	35	43991	56098	72170	15	40	0,04634766	0,375231735

	5882513	5882656		+	-	SCO5412	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	711	0	0	0	1	1	1

	5882733	5883242		+	-	SCO5413	MarR-transcriptional regulator	5	2	4	1	10018	4512	10062	3786	5	13	11	3	4	9513	3909	10081	6	15	0,980232328	1

5883333	5883333	5883662	5883677	+	-	SCO5414	hypothetical protein	197	258	152	182	385360	419330	323769	368471	448	1134	478	357	183	392045	393315	371404	487	1168	0,905041838	1

5883684	5883756	5885456	5885699	+	-	SCO5415	isobutyryl-CoA mutase A	135	181	44	89	265110	295551	94691	181319	49	122	396	240	141	324627	264646	285466	72	171	0,157696237	0,826674241

	5886499	5885486		-	-	SCO5416	transcriptional regulator	3	3	3	2	6853	5687	7457	4065	2	5	23	12	2	19230	13269	4684	5	12	0,050049282	1

	5886533	5887552		+	-	SCO5417	zinc-binding oxidoreductase	2	7	1	2	4698	11551	2723	4958	2	5	9	6	3	7559	6850	6296	2	6	0,934874009	1

	5888283	5887579		-	-	SCO5418	transcriptional regulator	2	3	2	4	4242	6017	5070	9210	3	8	12	7	6	10569	8271	12717	6	14	0,196927123	1

5888575	5888587	5889543	5889543	+	-	SCO5419	thioredoxin	312	371	303	351	610668	604014	642230	708875	262	670	790	532	225	647812	586094	456532	254	588	0,511489095	1

5889699	5890196	5890843	5890846	+	-	SCO5420	cholesterol esterase	87	92	99	78	171051	150526	210815	158098	103	266	319	195	101	261638	214840	205156	149	350	0,180480104	0,888356322

5890847	5890960	5891517	5891521	+	-	SCO5421	hypothetical protein	5	11	13	9	11028	18727	28424	20150	13	35	26	15	14	21941	17438	30073	16	41	0,576060254	1

5891522	5891522	5892892	5892892	+	-	SCO5422	hypothetical protein	13	18	15	18	26181	29876	32356	36552	8	22	43	49	26	35525	54965	53539	13	35	0,060511168	0,444618594

5894405	5894405	5892975	5892951	-	-	SCO5423	pyruvate kinase	977	1269	910	1051	1906766	2062392	1930315	2122085	551	1401	1734	1675	750	1420706	1843132	1516867	458	1113	0,863950347	1

	5895703	5894480	5894406	-	-	SCO5424	acetate kinase	114	152	85	115	222774	247373	181667	233277	71	180	160	141	50	131334	156015	101077	45	105	0,042484234	0,354261638

5897810	5897793	5895700		-	-	SCO5425	phosphate acetyltransferase	208	281	135	155	406057	457445	287620	314885	69	175	285	206	108	233667	227015	219654	45	108	0,068299662	0,480689102

5897921	5897944	5898969	5899189	+	-	SCO5426	6-phosphofructokinase	340	470	284	329	664780	763985	603951	664833	259	657	506	452	225	414528	497611	456158	182	444	0,081707491	0,54567183

	5899692	5898979		-	-	SCO5427	hypothetical protein	0	1	1	2	1621	2839	3436	4084	1	4	0	0	0	0	353	605	0	0	3,03E-20	1

	5900694	5899804		-	-	SCO5428	integral membrane transport protein	2	2	2	0	4271	4416	5457	1832	1	4	4	0	0	3667	906	0	0	1	0,004634019	1

	5901637	5900696		-	-	SCO5429	integral membrane transport protein	2	0	0	0	4999	1271	0	1600	0	2	2	2	1	1738	3140	2466	1	2	0,842575867	1

	5903010	5901634		-	-	SCO5430	extracellular solute-binding lipoprotein	2	5	4	4	5669	8438	9309	9228	2	5	10	3	6	8440	3903	14008	2	6	0,919844464	1

5904399	5904399	5903536		-	-	SCO5431	nucleosidase	10	26	10	25	21366	43447	21362	51548	15	39	35	26	9	28964	29287	18808	12	29	0,235978691	1

5904427	5904427	5904966	5904966	+	-	SCO5432	hypothetical protein	2	5	3	0	5416	9436	8210	1832	4	11	15	8	8	12590	9725	16973	9	24	0,039091794	0,334825258

	5905174	5907459		+	-	SCO5433	AfsR-like regulator	3	2	3	3	6329	4794	7913	8019	1	2	9	7	0	8153	8089	427	1	2	0,401323651	1

	5908036	5907344		-	-	SCO5434	two-component response regulator	7	7	10	13	14784	11962	22838	27816	10	27	62	21	6	50964	23996	14133	20	42	0,111540818	0,665497647

5909691	5909691	5908033		-	-	SCO5435	two-component sensor kinase	25	41	24	22	49694	66961	51619	44506	12	32	80	51	41	65817	56806	84041	16	41	0,14215514	0,770499321

	5909846	5911246		+	-	SCO5436	sodium:dicarboxylate symporter	8	12	23	7	16144	19925	50183	14373	6	17	34	22	8	28395	24847	16350	7	16	0,720929876	1

5911410	5911410	5911808	5911808	+	-	SCO5437	MerR family transcriptional regulator	4	12	7	10	9542	19531	15351	21490	16	41	173	97	29	142066	106961	60317	117	258	1,26E-38	1,29E-36

5911809	5911820	5912134	5912160	+	-	SCO5438	thioredoxin	15	14	9	14	30123	24253	20927	29956	32	83	176	121	42	144299	133882	86410	169	385	4,74E-22	3,11E-20

5912245	5912270	5914537	5914580	+	-	SCO5439	hypothetical protein	19	30	14	28	38200	49328	31266	58293	7	19	61	52	31	50266	57359	63220	10	25	0,16862973	0,857740618

	5916919	5914595		-	-	SCO5440	glycogen branching protein	8	7	3	2	16978	12364	8071	5628	1	4	26	13	6	21380	14729	12289	3	6	0,293392731	1

	5918354	5916960		-	-	SCO5441	hypothetical protein	2	1	2	1	5222	2775	4456	2167	1	2	14	11	1	11804	12329	2742	2	6	0,025325851	1

	5920075	5918375		-	-	SCO5442	trehalose synthase	5	5	5	6	10241	8679	12290	12550	2	6	14	6	7	11638	7480	14257	2	6	0,785930638	1

	5922099	5920072		-	-	SCO5443	alpha-amylase	1	3	4	4	2135	5204	9794	9489	1	3	12	5	7	10141	6209	15210	2	5	0,29620741	1

5922464	5922464	5925088	5925104	+	-	SCO5444	glycogen phosphorylase	552	610	143	223	1077584	991561	305001	452069	107	269	548	536	228	448972	590075	462285	78	190	0,137168384	0,752299889

5925698	5925698	5925132	5924971	-	-	SCO5445	hypothetical protein	7	8	22	21	15532	13369	48133	42683	20	52	73	30	19	59887	33302	38489	33	77	0,113554679	0,671829913

	5927360	5925711		-	-	SCO5446	hypothetical protein	0	0	1	0	0	0	3793	0	0	0	0	0	1	0	790	4025	0	0	0,366446057	1

	5929742	5927688		-	-	SCO5447	neutral zinc metalloprotease	0	0	0	0	0	1142	0	1553	0	0	2	0	0	2278	481	0	0	0	0,769251389	1

	5931785	5930034	5930034	-	-	SCO5448	ABC transporter	14	14	14	11	27900	22958	30821	24169	5	15	238	126	53	195451	138681	107436	37	84	6,94E-34	6,23E-32

	5933599	5931782		-	-	SCO5449	ABC transporter	16	18	23	16	32229	29868	50054	33417	7	20	196	141	53	161351	155993	107721	33	77	8,96E-17	4,99E-15

	5935479	5933596		-	-	SCO5450	ABC transporter	18	28	37	28	36462	46504	80320	57921	11	29	308	211	82	252939	232190	165874	50	115	2,35E-18	1,39E-16

5937458	5937458	5935476		-	-	SCO5451	ABC transporter	31	39	46	33	61945	64580	98078	66945	14	36	674	393	156	552482	432937	315753	96	218	2,65E-47	3,20E-45

	5937594	5938532		+	-	SCO5452	ABC transporter ATP-binding protein	0	0	0	0	0	0	1752	186	0	0	0	1	0	70	1597	1300	0	1	0,187472428	1

	5938529	5939278		+	-	SCO5453	hypothetical protein	0	1	0	0	0	2180	0	0	0	0	2	0	0	2033	879	1496	0	1	0,063353494	1

	5939275	5940603		+	-	SCO5454	two-component system sensor kinase	7	15	4	5	13988	25476	9438	11908	4	11	18	14	6	14873	15852	13010	4	10	0,733630352	1

	5940593	5941267	5941267	+	-	SCO5455	two-component system response regulator	1	4	9	4	3892	6829	20669	10056	5	15	34	10	13	28070	11207	27820	13	33	0,010312283	0,124696547

	5943667	5941319		-	-	SCO5456	glycosyl hydrolase	0	1	1	1	0	2542	2149	3228	0	0	13	2	0	11101	2222	1870	1	2	0,029291603	1

	5943733	5944983		+	-	SCO5457	lipoprotein	0	0	1	0	0	176	2832	1628	0	0	0	2	0	619	2228	0	0	0	0,285195358	1

5945109	5945149	5946351	5946398	+	-	SCO5458	lipoprotein	77	104	47	82	151072	170179	100277	166461	48	122	133	95	40	109330	105529	82260	35	82	0,178308093	0,882312669

5946399	5946399	5947166	5947311	+	-	SCO5459	enoyl-CoA hydratase	128	183	73	138	250354	297554	155263	279951	127	320	310	205	110	254124	226617	223394	128	305	0,977574486	1

5947312	5947312	5947974	5947974	+	-	SCO5460	AbaA-like regulatory protein	34	46	32	38	66449	75730	69565	77411	42	109	102	71	33	83750	79105	68127	49	116	0,499356239	1

	5948080	5948694		+	-	SCO5461	hypothetical protein	0	0	0	0	0	0	1376	251	0	0	0	0	0	33	840	1068	0	1	0,414339869	1

	5949349	5948711	5948711	-	-	SCO5462	hypothetical protein	5	4	6	2	10222	7803	12726	5526	5	14	26	9	1	21692	10405	2217	8	17	0,707868455	1

	5949398	5950312		+	-	SCO5463	MerR family transcriptional regulator	0	2	0	0	0	3410	1762	0	0	1	9	6	0	7571	7674	1994	2	6	5,15E-05	1

5950332	5950361	5950573	5950576	+	-	SCO5464	hypothetical protein	297	354	255	271	580021	575609	541636	548571	1036	2635	832	570	274	681629	627982	554279	1238	2916	0,832333501	1

5950578	5950745	5951407	5951407	+	-	SCO5465	hypothetical protein	14	41	35	30	27424	67991	75190	60861	34	87	71	51	27	58245	56297	54679	35	85	0,851274822	1

	5951973	5951416		-	-	SCO5466	hydrolase	8	5	4	4	16367	9049	9894	8465	7	19	6	9	4	5700	10814	9003	6	15	0,271156082	1

	5952154	5952888		+	-	SCO5467	muramoyl-pentapeptide carboxypeptidase	0	0	0	0	1077	418	0	0	0	0	3	0	0	2723	0	988	0	1	0,029920863	1

	5954361	5952943		-	-	SCO5468	transmembrane transport protein	9	15	9	15	19036	25814	21174	31723	6	17	23	17	8	19101	18810	18122	5	13	0,296996722	1

5955941	5955845	5954478	5954453	-	-	SCO5469	L-serine dehydratase	59	77	45	42	115182	126128	96632	85952	30	77	114	100	42	93688	110284	86917	29	70	0,927049956	1

5957223	5957209	5955947	5955945	-	glyA	SCO5470	serine hydroxymethyltransferase	706	876	409	508	1378332	1423634	868673	1026718	368	929	953	963	437	780627	1059659	883720	294	718	0,392748137	1

5957601	5957601	5957224	5957224	-	-	SCO5471	glycine cleavage system protein H	214	248	134	177	418852	404561	284797	359010	383	970	310	263	115	254382	290307	233591	287	686	0,195430071	0,923700341

5959102	5958846	5957728	5957602	-	gcvT	SCO5472	glycine cleavage system aminomethyltransferase T	151	227	112	118	295631	369004	238922	238636	101	255	324	232	82	266091	255313	167717	89	205	0,457583305	1

5959262	5959273	5959941	5959941	+	-	SCO5473	ATP/GTP binding protein	17	22	10	24	34278	36425	22887	49353	21	53	50	24	16	41459	26606	32416	21	50	0,802939609	1

5959997	5960021	5960788	5960794	+	-	SCO5474	hypothetical protein	73	96	49	67	143306	157276	104120	136310	69	176	195	95	45	160170	104970	91530	68	154	0,759367218	1

5960965	5960983	5961780	5961780	+	-	SCO5475	hypothetical protein	48	65	49	60	94087	107071	104120	122253	52	133	96	68	53	78777	75306	107142	43	109	0,613191866	1

5962008	5962095	5963102	5963135	+	-	SCO5476	oligopeptide transport integral membrane protein	114	126	125	127	222696	205864	264949	257233	92	235	203	149	113	166627	164348	228631	73	185	0,464362193	1

5963166	5963174	5964976	5965009	+	-	SCO5477	oligopeptide-binding lipoprotein	940	1139	703	890	1835083	1851661	1490531	1797116	381	967	1094	1180	566	896149	1298457	1145720	249	617	0,206890685	0,95161383

5965022	5965085	5966083		+	-	SCO5478	oligopeptide transport system integral membrane protein	192	179	146	158	376458	291601	309468	319359	126	324	171	178	69	140278	196737	140279	66	159	0,005554308	0,075754592

	5966080	5967177		+	-	SCO5479	oligopeptide ABC transporter ATP-binding protein	183	224	140	179	357508	364138	297613	362861	124	314	223	194	78	183338	213662	159426	71	168	0,015375209	0,17088798

	5967174	5968664	5968680	+	-	SCO5480	oligopeptide ABC transporter ATP-binding protein	148	242	191	198	288942	393355	405427	400911	98	249	286	217	84	234395	239406	170504	61	144	0,034605872	0,307947992

5968742	5968742	5969401	5969407	+	-	SCO5481	hypothetical protein	40	43	33	30	79798	71080	71011	62415	42	107	60	43	28	49214	47384	56647	31	77	0,277384786	1

	5969537	5970559		+	-	SCO5482	hypothetical protein	2	12	9	10	4620	20682	21045	21071	6	16	18	11	5	14744	12916	11105	5	12	0,258459	1

5971214	5971214	5970588	5970530	-	-	SCO5483	transcriptional regulator	16	18	23	16	32870	29844	48836	33519	22	57	51	34	19	42153	37863	39789	26	63	0,673335999	1

5971295	5971342	5971509	5971530	+	-	SCO5484	small hydrophobic membrane protein	9	15	42	7	18803	24816	90165	15573	84	222	25	27	22	20536	29824	44937	71	189	0,540310987	1

5971541	5971544	5971837	5971844	+	-	SCO5485	small hydrophobic membrane protein	6	17	48	7	13513	27769	103486	15080	51	135	26	28	25	21634	31764	52034	44	119	0,635544103	1

5971928	5971928	5973097	5973106	+	-	SCO5486	pyridoxal-phosphate-dependent aminotransferase	42	47	60	44	83506	76622	127216	90696	31	80	115	83	48	94245	91446	98904	33	81	0,734311395	1

	5973862	5973134		-	-	SCO5487	hypothetical protein	5	6	10	8	11358	10224	23274	17797	8	21	25	19	2	20819	21895	5895	10	22	0,962003558	1

5973924	5973924	5975054	5975078	+	mnmA	SCO5488	tRNA-specific 2-thiouridylase MnmA	83	87	73	66	163615	142820	156204	134738	51	132	143	151	79	117862	167024	159729	52	131	0,795033203	1

5975880	5975874	5974936	5974936	-	-	SCO5489	hypothetical protein	16	11	12	12	31530	18091	26681	25900	10	27	54	28	14	44669	31001	29877	16	37	0,238616231	1

5976259	5976259	5975918	5975881	-	-	SCO5490	hypothetical protein	1	7	8	2	3290	11768	18599	5572	11	28	14	6	8	12266	7486	16849	14	35	0,731885192	1

5976342	5976342	5976890	5976908	+	-	SCO5491	hypothetical protein	74	111	85	84	145461	181449	180340	169718	121	308	122	160	66	99954	176987	135354	100	250	0,587139693	1

5976909	5976909	5977607	5977677	+	-	SCO5492	short chain dehydrogenase	85	110	61	63	167770	179510	130494	128886	85	216	154	129	105	126428	142480	213972	89	230	0,584546375	1

5977687	5977775	5978770	5978770	+	-	SCO5493	hypothetical protein	44	63	34	51	86962	103217	73051	103991	36	92	94	73	24	77363	80603	49826	30	69	0,448280962	1

5978771	5978785	5980992	5981204	+	ligA	SCO5494	NAD-dependent DNA ligase LigA	109	168	83	105	214153	273067	176864	213954	39	99	250	210	127	205097	231847	257155	42	104	0,738163002	1

5981205	5981250	5983490	5983490	+	-	SCO5495	phosphodiesterase	60	65	41	55	117600	106524	88957	111070	18	47	172	111	58	141201	122475	118238	24	56	0,335801075	1

	5983774	5984145		+	-	SCO5496	small membrane hydrophobic protein	0	0	0	0	0	643	0	0	0	0	0	0	0	407	481	863	0	1	0,008194494	1

	5984177	5984671	5984671	+	-	SCO5497	hypothetical protein	7	15	6	7	14823	25339	13964	14782	13	34	7	8	4	5750	8890	9368	6	16	0,002326556	0,036366596

5984742	5984816	5985112	5985112	+	gatC	SCO5498	aspartyl/glutamyl-tRNA amidotransferase subunit C	121	177	91	117	237142	288826	194047	236608	319	805	183	181	70	149970	199662	143280	230	553	0,233041041	1

5985113	5985116	5986609		+	gatA	SCO5499	aspartyl/glutamyl-tRNA amidotransferase subunit A	537	697	325	434	1048170	1132829	689056	876695	248	626	512	736	253	420166	810781	511577	158	388	0,050542802	0,399731486

	5986606	5986845	5986859	+	-	SCO5500	hypothetical protein	162	236	81	127	316590	383621	173298	256609	470	1177	155	213	62	127280	235325	126716	282	679	0,047913338	0,384550609

5986861	5986861	5988375	5988394	+	gatB	SCO5501	aspartyl/glutamyl-tRNA amidotransferase subunit B	872	1062	603	730	1701553	1725742	1278478	1474137	402	1019	1053	1175	389	863255	1293862	787558	271	647	0,16703799	0,853806552

	5988617	5990863		+	-	SCO5502	integral membrane export protein	8	14	11	12	15765	22926	23670	25053	3	9	22	13	23	18790	14547	47190	4	11	0,489322625	1

	5990841	5991425	5991425	+	-	SCO5503	acetyltransferase	32	38	38	35	62809	61925	82361	70760	46	118	102	56	34	83858	62479	69658	52	123	0,589613287	1

5991426	5991461	5992087	5992093	+	-	SCO5504	hypothetical protein	84	96	95	84	164110	157437	203208	170704	108	277	224	156	85	184228	171967	172410	117	281	0,724968842	1

	5992283	5992468		+	-	SCO5505	hypothetical protein	0	1	1	0	0	2413	2416	1079	3	7	8	3	0	6690	3306	1994	10	21	0,024285461	1

	5992465	5995740		+	-	SCO5506	regulatory protein	9	10	10	10	17969	17182	21263	20373	2	5	56	42	19	46677	46605	39504	5	13	2,63E-04	1

5995775	5995778	5995987	5996022	+	-	SCO5507	hypothetical protein	14	18	20	16	28249	29635	44379	33603	63	161	39	23	21	32062	26268	43058	63	160	0,978968979	1

	5997339	5995996	5995866	-	-	SCO5508	oxidoreductase	47	58	28	48	92651	95390	59958	97795	25	64	84	58	25	68893	64596	52373	19	46	0,300338205	1

5998326	5998268	5997336		-	-	SCO5509	oxidoreductase	33	42	33	44	66265	68361	71714	89673	31	79	149	96	36	122278	106413	74022	47	108	0,101152782	0,62681683

5998409	5998409	5999350	5999354	+	-	SCO5510	dehydrogenase	31	45	24	30	60809	73992	52570	61410	26	66	75	52	27	62133	58067	55294	26	62	0,967682546	1

	5999549	6002875		+	-	SCO5511	membrane associated phophodiesterase	26	31	20	16	51907	51685	43488	32337	5	13	52	21	7	43160	23227	15041	3	8	0,040707704	1

6003106	6003117	6004958	6004976	+	-	SCO5512	acetolactate synthase 1 catalytic subunit	32	59	22	27	63877	96540	46885	54600	14	35	67	57	26	55550	63419	54341	13	31	0,829894745	1

6004980	6004980	6005504		+	ilvH	SCO5513	acetolactate synthase 3 regulatory subunit	15	14	6	9	29472	23328	14162	19480	16	41	10	20	5	8415	22354	12004	10	27	0,08714277	0,568710476

6005634	6005643	6006641	6006641	+	-	SCO5514	ketol-acid reductoisomerase	445	548	303	362	870032	891859	642715	731575	310	784	656	660	330	537422	726291	667200	260	644	0,403302929	1

6006766	6006860	6008449	6008516	+	-	SCO5515	D-3-phosphoglycerate dehydrogenase	520	593	319	360	1015396	965014	676745	728765	210	532	823	770	397	674415	847849	804025	198	487	0,687696489	1

	6010080	6008515		-	-	SCO5516	integral membrane efflux protein	0	1	0	3	999	2807	0	7647	0	1	8	5	2	7155	5822	5797	1	3	0,090766913	1

6010146	6010146	6010736	6010736	+	-	SCO5517	transcriptional regulator	25	31	21	26	49335	51814	45508	53139	33	84	71	39	25	58964	43790	51411	36	86	0,664073107	1

6011964	6011964	6010717	6010717	-	-	SCO5518	transcriptional regulator	8	9	9	10	16221	16040	20976	21806	5	15	74	25	16	60993	28452	32460	14	32	0,001139917	0,01941814

6012078	6012130	6013056	6013077	+	-	SCO5519	hypothetical protein	506	571	265	375	988816	929297	562384	757307	345	873	464	539	278	380291	593121	563175	219	552	0,05459275	0,415640826

6013078	6013103	6014743	6014757	+	-	SCO5520	delta-1-pyrroline-5-carboxylate dehydrogenase	1588	1845	650	941	3098844	2998246	1378201	1899711	568	1428	1433	1802	771	1174112	1983263	1560495	386	958	0,540647784	1

	6015052	6015183		+	-	SCO5521	hypothetical protein	0	0	1	1	679	410	2188	2642	4	11	2	0	1	2390	696	2324	5	13	0,93780009	1

6015259	6015259	6016302		+	-	SCO5522	3-isopropylmalate dehydrogenase	18	20	11	21	36064	33464	25354	43278	13	33	23	12	10	19521	13457	21319	7	17	0,007520359	0,096871042

6016431	6016567	6017655	6017715	+	-	SCO5523	branched-chain amino acid aminotransferase	327	452	187	241	638685	734663	397910	487040	206	518	319	358	167	261538	394183	339210	122	304	0,021521139	0,222048144

	6019159	6017729		-	-	SCO5524	transmembrane transport protein	0	0	0	0	0	1021	0	1358	0	0	2	0	0	1779	707	249	0	0	0,313742185	1

	6019304	6019987		+	-	SCO5525	bifunctional urease subunit gamma/beta	1	2	0	8	1990	3314	0	16280	3	7	17	9	4	13945	9946	9609	7	16	0,056554345	1

	6019984	6021660		+	ureC	SCO5526	urease subunit alpha	5	2	2	1	10076	4263	4882	2437	1	3	6	8	3	5692	9034	6946	1	4	0,634829977	1

	6021711	6022730		+	-	SCO5527	hypothetical protein	1	0	1	1	3300	120	2644	3070	0	2	4	2	0	3580	3035	997	1	2	0,944080849	1

6022748	6022748	6023350	6023350	+	-	SCO5528	transcriptional regulator	7	9	11	9	15231	15549	24631	19248	12	30	31	23	7	25754	25699	14471	16	36	0,584755319	1

6023654	6023669	6025273	6025273	+	-	SCO5529	alpha-isopropylmalate/homocitrate synthase family transferase	38	31	34	40	74342	50921	73219	81365	16	43	54	47	27	44340	52178	56131	12	31	0,298664817	1

6025338	6025338	6026690	6026690	+	-	SCO5530	hypothetical protein	80	99	32	34	157023	161805	69208	69373	33	84	158	97	48	130020	107005	98895	35	82	0,90281673	1

	6027712	6026708		-	-	SCO5531	hypothetical protein	1	0	0	0	2854	1335	0	0	0	1	1	0	0	873	0	1202	0	0	0,233419815	1

6027804	6027804	6028388		+	-	SCO5532	transcriptional regulator	4	8	7	8	8552	14109	16519	17703	9	24	26	11	4	21654	12202	8237	11	23	0,790125481	1

6029059	6029031	6028474	6028443	-	-	SCO5533	hypothetical protein	6	16	11	4	13503	26458	24928	9768	13	33	16	20	10	13663	23056	21729	13	34	0,908950381	1

	6029180	6031510		+	-	SCO5534	lyase	0	3	0	4	1349	5928	1000	8717	0	1	4	2	2	3309	3168	5022	0	1	0,594188256	1

6031611	6031665	6033248	6033254	+	-	SCO5535	carboxyl transferase	252	297	333	314	491758	483211	706229	635845	142	365	396	297	243	324956	326965	492661	94	240	0,074500791	0,509676126

6033255	6033266	6033463	6033463	+	-	SCO5536	hypothetical protein	7	6	8	14	14882	10546	17549	29407	35	91	10	12	9	8336	13784	19022	26	69	0,245632303	1

6034290	6034290	6033766	6033653	-	-	SCO5537	ATP/GTP binding protein	61	70	88	86	120201	113852	188045	174872	110	284	151	120	49	124407	132992	100356	96	227	0,498719068	1

6034900	6034900	6034328	6034291	-	-	SCO5538	hypothetical protein	83	105	112	98	162712	171442	237951	198530	131	336	184	142	52	151376	156795	106349	103	241	0,276893629	1

6035418	6035417	6034995	6034901	-	-	SCO5539	hypothetical protein	85	103	125	121	166809	168522	266227	245046	194	500	138	133	82	113476	146688	166141	133	335	0,17190356	0,864491306

6038782	6038754	6035419	6035419	-	-	SCO5540	hypothetical protein	312	372	401	380	609843	604545	850411	768704	82	212	625	473	219	512170	520535	444420	62	147	0,116279308	0,678729642

6039613	6039613	6039089	6039089	-	-	SCO5541	ATP-GTP binding protein	80	118	105	108	156188	192639	224462	218708	147	377	282	205	90	231035	225843	182144	172	405	0,645357444	1

6040154	6040043	6039645	6039614	-	-	SCO5542	hypothetical protein	74	77	105	85	144500	125621	224353	171653	161	417	187	153	66	153750	168423	135132	160	382	0,990029008	1

6040577	6040568	6040155	6040155	-	-	SCO5543	hypothetical protein	68	85	86	86	134171	138782	183727	174620	148	381	187	160	70	153659	176877	143298	159	381	0,738670983	1

6044716	6044567	6040578	6040578	-	-	SCO5544	hypothetical protein	258	270	415	390	505281	439031	881083	789068	63	163	833	545	274	682349	600259	554955	65	153	0,690660858	1

6045104	6045182	6045358	6045398	+	-	SCO5545	hypothetical protein	17	24	16	19	33909	40407	35267	39789	83	210	38	27	30	31459	30133	61528	87	231	0,66225351	1

6045478	6045485	6046270		+	-	SCO5546	hypothetical protein	143	195	134	119	280390	318124	285371	240534	141	357	196	260	111	161297	286121	226066	114	285	0,453423314	1

